,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,nation_drop,pos_drop,age_drop,born_drop,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_drop,Expected_drop,Expected_drop,Expected_drop,Expected_drop,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Carlo Boukhalfa,MAR,MF,25,1999,25,19,1646,18.3,2,0,2,2,0,0,1,0,1.5,1.5,1.1,2.6,10,41,44,0.11,0.0,0.11,0.11,0.11,0.08,0.06,0.14,0.08,0.14,MAR,MF,25,1999,18.3,2,21,4,19.0,1.15,0.22,0.1,0.5,16.6,0,0,0,1.5,1.5,0.07,0.5,0.5,MAR,MF,25,1999,18.3,333,467,71.3,4368,1306,208,256,81.3,97,138,70.3,7,24,29.2,0,1.1,1.1,-1.1,11,27,7,2,41,MAR,MF,25,1999,18.3,26,11,7,17,2,7,19,36.8,12,22,3,19,12,38,25,1,MAR,MF,25,1999,18.3,651,28,118,315,222,29,651,28,12,42.9,16,57.1,290,1281,486,10,9,3,31,20,393,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Connor Metcalfe,AUS,"MF,FW",24,1999,10,3,358,4.0,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,6,8,11,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.22,0.18,0.22,AUS,"MF,FW",24,1999,4.0,0,6,3,50.0,1.51,0.75,0.0,0.0,22.2,0,0,0,0.7,0.7,0.12,-0.7,-0.7,AUS,"MF,FW",24,1999,4.0,76,118,64.4,1191,445,42,54,77.8,28,35,80.0,6,20,30.0,0,0.2,0.2,-0.2,3,6,2,1,8,AUS,"MF,FW",24,1999,4.0,2,0,1,1,0,0,5,0.0,5,4,0,4,3,5,8,0,AUS,"MF,FW",24,1999,4.0,156,10,38,69,52,4,156,6,3,50.0,1,16.7,58,296,165,6,5,2,5,0,80,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Danel Sinani,LUX,"FW,MF",27,1997,26,14,1250,13.9,2,2,4,2,0,0,3,0,1.7,1.7,3.0,4.6,16,60,64,0.14,0.14,0.29,0.14,0.29,0.12,0.21,0.33,0.12,0.33,LUX,"FW,MF",27,1997,13.9,2,35,12,34.3,2.52,0.86,0.06,0.17,21.5,3,0,0,1.7,1.7,0.05,0.3,0.3,LUX,"FW,MF",27,1997,13.9,390,546,71.4,6196,2012,203,234,86.8,128,165,77.6,39,100,39.0,2,3.0,2.5,-1.0,24,45,16,3,60,LUX,"FW,MF",27,1997,13.9,14,11,2,7,5,6,14,42.9,8,12,1,11,1,15,13,0,LUX,"FW,MF",27,1997,13.9,693,11,61,336,302,30,693,22,10,45.5,9,40.9,297,1440,630,16,15,6,31,16,433,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,David Nemeth,AUT,DF,23,2001,24,24,2137,23.7,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,14,65,5,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.01,0.01,0.01,AUT,DF,23,2001,23.7,0,5,1,20.0,0.21,0.04,0.0,0.0,18.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,AUT,DF,23,2001,23.7,957,1107,86.4,17042,5403,392,420,93.3,484,525,92.2,71,130,54.6,1,0.1,0.3,0.9,3,54,4,1,65,AUT,DF,23,2001,23.7,43,29,25,16,2,25,43,58.1,18,29,11,18,18,61,94,2,AUT,DF,23,2001,23.7,1338,158,666,622,58,10,1338,9,4,44.4,5,55.6,697,3670,1853,14,9,0,12,3,833,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Elias Saad,TUN,"FW,MF",24,1999,18,10,900,10.0,3,2,5,3,0,0,1,0,2.8,2.8,0.8,3.6,29,27,76,0.3,0.2,0.5,0.3,0.5,0.28,0.08,0.36,0.28,0.36,TUN,"FW,MF",24,1999,10.0,3,26,8,30.8,2.6,0.8,0.12,0.38,17.6,0,0,0,2.8,2.8,0.11,0.2,0.2,TUN,"FW,MF",24,1999,10.0,182,239,76.2,2622,585,110,124,88.7,54,70,77.1,9,15,60.0,2,0.8,1.1,1.2,14,17,14,3,27,TUN,"FW,MF",24,1999,10.0,20,13,7,8,5,10,20,50.0,10,14,0,14,3,23,1,0,TUN,"FW,MF",24,1999,10.0,427,3,42,169,224,44,427,54,16,29.6,26,48.1,301,1897,843,29,23,14,57,36,319,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Eric Smith,SWE,"DF,MF",27,1997,32,32,2827,31.4,1,1,2,1,0,0,7,0,1.4,1.4,1.5,2.9,16,118,11,0.03,0.03,0.06,0.03,0.06,0.05,0.05,0.09,0.05,0.09,SWE,"DF,MF",27,1997,31.4,1,24,9,37.5,0.76,0.29,0.04,0.11,25.0,11,0,0,1.4,1.4,0.06,-0.4,-0.4,SWE,"DF,MF",27,1997,31.4,1355,1677,80.8,26591,9803,484,531,91.1,676,772,87.6,174,330,52.7,1,1.5,2.8,-0.5,28,118,19,4,118,SWE,"DF,MF",27,1997,31.4,46,29,26,17,3,23,40,57.5,17,37,10,27,37,83,104,4,SWE,"DF,MF",27,1997,31.4,1956,161,674,985,315,8,1956,5,3,60.0,2,40.0,838,3771,1730,16,19,0,11,7,1130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Erik Ahlstrand,SWE,"FW,MF",22,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWE,"FW,MF",22,2001,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,SWE,"FW,MF",22,2001,0.5,10,13,76.9,125,21,7,7,100.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,SWE,"FW,MF",22,2001,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,SWE,"FW,MF",22,2001,0.5,22,0,2,10,10,2,22,0,0,,0,,12,68,26,1,2,0,3,0,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Finley Stevens,WAL,DF,21,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAL,DF,21,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WAL,DF,21,2003,0.0,1,2,50.0,8,8,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,WAL,DF,21,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,WAL,DF,21,2003,0.0,2,0,0,1,1,0,2,0,0,,0,,1,3,2,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Hauke Wahl,GER,DF,30,1994,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.9,0.9,0.5,1.4,30,142,10,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,GER,DF,30,1994,33.0,0,11,4,36.4,0.33,0.12,0.0,0.0,11.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9,GER,DF,30,1994,33.0,1520,1755,86.6,26509,9297,588,638,92.2,820,903,90.8,86,166,51.8,0,0.5,1.6,-0.5,9,120,8,1,142,GER,DF,30,1994,33.0,36,27,21,13,2,23,38,60.5,15,44,25,19,31,67,170,4,GER,DF,30,1994,33.0,2096,246,991,1019,99,28,2096,10,8,80.0,2,20.0,1040,6302,3938,30,14,1,10,9,1305,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Jackson Irvine,AUS,MF,31,1993,29,29,2610,29.0,0,6,6,0,0,0,2,0,3.2,3.0,3.9,7.0,19,117,58,0.0,0.21,0.21,0.0,0.21,0.11,0.14,0.25,0.1,0.24,AUS,MF,31,1993,29.0,0,41,12,29.3,1.41,0.41,0.0,0.0,11.6,0,0,0,3.2,3.0,0.07,-3.2,-3.0,AUS,MF,31,1993,29.0,684,969,70.6,10496,3807,369,467,79.0,254,353,72.0,34,70,48.6,6,3.9,2.5,2.1,32,93,12,2,117,AUS,MF,31,1993,29.0,56,28,24,26,6,25,45,55.6,20,27,5,22,36,92,63,2,AUS,MF,31,1993,29.0,1286,77,330,689,283,75,1286,23,9,39.1,13,56.5,464,1781,897,19,18,5,42,13,710,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,James Sands,USA,"MF,DF",24,2000,7,5,453,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,16,6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,USA,"MF,DF",24,2000,5.0,0,1,0,0.0,0.2,0.0,0.0,,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,USA,"MF,DF",24,2000,5.0,155,204,76.0,2286,644,76,90,84.4,62,72,86.1,6,15,40.0,0,0.0,0.1,0.0,1,8,3,0,16,USA,"MF,DF",24,2000,5.0,15,6,5,8,2,4,4,100.0,0,5,1,4,5,20,8,0,USA,"MF,DF",24,2000,5.0,259,12,63,148,49,6,259,1,1,100.0,0,0.0,119,413,146,0,0,0,3,3,152,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Johannes Eggestein,GER,FW,26,1998,27,22,1853,20.6,3,4,7,2,1,2,3,0,4.7,3.1,2.1,5.2,25,43,138,0.15,0.19,0.34,0.1,0.29,0.23,0.1,0.33,0.15,0.25,GER,FW,26,1998,20.6,3,34,10,29.4,1.65,0.49,0.06,0.2,15.7,0,1,2,4.7,3.1,0.09,-1.7,-1.1,GER,FW,26,1998,20.6,404,547,73.9,5609,1043,221,273,81.0,124,154,80.5,22,39,56.4,4,2.1,1.3,1.9,24,25,9,2,43,GER,FW,26,1998,20.6,5,3,0,2,3,1,5,20.0,4,5,0,5,0,5,8,0,GER,FW,26,1998,20.6,713,6,46,371,302,78,711,17,7,41.2,10,58.8,384,1704,615,25,17,8,53,30,543,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Karol Mets,EST,DF,31,1993,10,10,900,10.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,54,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,EST,DF,31,1993,10.0,0,3,0,0.0,0.3,0.0,0.0,,14.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,EST,DF,31,1993,10.0,526,631,83.4,10181,3728,165,186,88.7,302,330,91.5,53,101,52.5,0,0.2,0.4,-0.2,3,49,3,1,54,EST,DF,31,1993,10.0,13,8,6,7,0,4,7,57.1,3,9,3,6,12,25,60,0,EST,DF,31,1993,10.0,736,99,360,346,32,8,736,1,0,0.0,1,100.0,343,1424,736,5,6,0,4,0,466,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Lars Ritzka,GER,"DF,MF",26,1998,21,11,922,10.2,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,8,21,34,0.1,0.0,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,GER,"DF,MF",26,1998,10.2,1,8,1,12.5,0.78,0.1,0.13,1.0,25.0,0,0,0,0.4,0.4,0.06,0.6,0.6,GER,"DF,MF",26,1998,10.2,304,425,71.5,5109,1802,143,162,88.3,147,190,77.4,13,52,25.0,0,0.2,0.3,-0.2,5,25,5,2,21,GER,"DF,MF",26,1998,10.2,49,29,28,16,5,25,41,61.0,16,16,2,14,11,60,41,0,GER,"DF,MF",26,1998,10.2,567,40,215,244,109,6,567,1,0,0.0,1,100.0,161,640,387,8,6,0,6,4,263,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Manolis Saliakas,GRE,"MF,DF",27,1996,30,26,2314,25.7,2,1,3,2,0,0,4,0,1.5,1.5,2.6,4.1,28,93,80,0.08,0.04,0.12,0.08,0.12,0.06,0.1,0.16,0.06,0.16,GRE,"MF,DF",27,1996,25.7,2,29,6,20.7,1.13,0.23,0.07,0.33,22.3,0,0,0,1.5,1.5,0.05,0.5,0.5,GRE,"MF,DF",27,1996,25.7,958,1334,71.8,17972,7070,379,433,87.5,448,581,77.1,112,257,43.6,1,2.6,2.9,-1.6,26,77,31,14,93,GRE,"MF,DF",27,1996,25.7,46,22,24,18,4,25,49,51.0,24,38,8,30,20,66,62,0,GRE,"MF,DF",27,1996,25.7,1560,73,447,688,430,30,1560,9,3,33.3,5,55.6,653,2383,1293,28,34,2,6,6,876,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Maurides,BRA,FW,30,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRA,FW,30,1994,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,BRA,FW,30,1994,0.0,1,2,50.0,12,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,BRA,FW,30,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,BRA,FW,30,1994,0.0,2,0,0,0,2,0,2,0,0,,0,,1,1,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Morgan Guilavogui,GUI,"FW,MF",26,1998,25,21,1807,20.1,6,2,8,6,0,0,6,0,7.1,7.1,1.9,9.1,42,41,135,0.3,0.1,0.4,0.3,0.4,0.36,0.1,0.45,0.36,0.45,GUI,"FW,MF",26,1998,20.1,6,41,15,36.6,2.04,0.75,0.15,0.4,13.6,0,0,0,7.1,7.1,0.18,-1.1,-1.1,GUI,"FW,MF",26,1998,20.1,362,549,65.9,4657,1289,236,307,76.9,88,140,62.9,14,35,40.0,2,1.9,2.4,0.1,27,29,10,3,41,GUI,"FW,MF",26,1998,20.1,32,17,11,16,5,14,31,45.2,17,28,0,28,13,45,33,0,GUI,"FW,MF",26,1998,20.1,832,30,116,343,384,103,832,48,21,43.8,22,45.8,384,2098,1035,42,28,22,50,24,565,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Nikola Vasilj,BIH,GK,28,1995,33,33,2969,33.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIH,GK,28,1995,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,BIH,GK,28,1995,33.0,1033,1404,73.6,26791,18507,195,196,99.5,557,563,98.9,273,634,43.1,0,0.0,0.2,0.0,1,40,2,0,0,BIH,GK,28,1995,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,22,3,BIH,GK,28,1995,33.0,1493,1049,1472,22,0,0,1493,1,1,100.0,0,0.0,909,4574,2567,0,0,0,0,0,920,0,BIH,GK,28,1995,33.0,39,1,0,5,1,47.4,0.32,9.4,0.29,164,493,33.3,1267,107,34.2,32.7,134,44.8,38.0,411,24,5.8,27,0.82,12.8
GER-Bundesliga,2425,St. Pauli,Noah Weißhaupt,GER,"FW,MF",22,2001,19,13,1160,12.9,1,0,1,1,0,0,0,0,2.1,2.1,1.8,3.9,42,33,94,0.08,0.0,0.08,0.08,0.08,0.16,0.14,0.3,0.16,0.3,GER,"FW,MF",22,2001,12.9,1,18,4,22.2,1.4,0.31,0.06,0.25,15.9,0,0,0,2.1,2.1,0.12,-1.1,-1.1,GER,"FW,MF",22,2001,12.9,226,363,62.3,3943,1254,122,154,79.2,65,108,60.2,33,69,47.8,0,1.8,1.8,-1.8,18,19,15,11,33,GER,"FW,MF",22,2001,12.9,6,4,3,0,3,3,8,37.5,5,7,0,7,2,8,8,1,GER,"FW,MF",22,2001,12.9,509,6,61,192,264,43,509,38,13,34.2,17,44.7,306,2019,1010,42,27,17,37,11,355,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Oladapo Afolayan,ENG,"FW,MF",26,1998,32,17,1639,18.2,3,1,4,3,0,0,3,0,3.1,3.1,3.8,7.0,53,32,108,0.16,0.05,0.22,0.16,0.22,0.17,0.21,0.38,0.17,0.38,ENG,"FW,MF",26,1998,18.2,3,38,13,34.2,2.09,0.71,0.08,0.23,20.4,0,0,0,3.1,3.1,0.08,-0.1,-0.1,ENG,"FW,MF",26,1998,18.2,320,461,69.4,5556,1270,148,185,80.0,129,165,78.2,35,55,63.6,1,3.8,3.6,-2.8,21,23,14,10,32,ENG,"FW,MF",26,1998,18.2,17,8,4,8,5,7,19,36.8,12,17,1,16,8,25,20,0,ENG,"FW,MF",26,1998,18.2,741,13,84,304,365,62,741,98,48,49.0,43,43.9,495,3452,1392,53,43,28,63,45,555,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Philipp Treu,GER,"MF,DF",23,2000,33,33,2881,32.0,0,2,2,0,0,0,2,0,1.2,1.2,2.5,3.7,58,105,117,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12,GER,"MF,DF",23,2000,32.0,0,19,4,21.1,0.59,0.12,0.0,0.0,16.5,0,0,0,1.2,1.2,0.07,-1.2,-1.2,GER,"MF,DF",23,2000,32.0,1225,1532,80.0,18854,5713,663,732,90.6,469,575,81.6,62,137,45.3,2,2.5,2.8,-0.5,22,62,19,8,105,GER,"MF,DF",23,2000,32.0,61,42,35,17,9,39,68,57.4,29,52,12,40,19,80,87,2,GER,"MF,DF",23,2000,32.0,1867,94,564,795,530,46,1867,39,13,33.3,19,48.7,825,4427,2159,58,42,11,34,12,979,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Robert Wagner,GER,MF,21,2003,12,5,407,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,10,9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,GER,MF,21,2003,4.5,0,2,0,0.0,0.44,0.0,0.0,,15.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER,MF,21,2003,4.5,98,130,75.4,1406,458,56,67,83.6,31,40,77.5,6,12,50.0,0,0.0,0.1,0.0,0,6,0,0,10,GER,MF,21,2003,4.5,8,3,2,6,0,4,13,30.8,9,8,0,8,2,10,12,0,GER,MF,21,2003,4.5,183,9,44,100,40,3,183,2,1,50.0,1,50.0,59,209,72,1,2,0,5,6,92,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Scott Banks,SCO,"FW,MF",22,2001,12,0,116,1.3,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,1,8,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,SCO,"FW,MF",22,2001,1.3,0,3,0,0.0,2.33,0.0,0.0,,11.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3,SCO,"FW,MF",22,2001,1.3,21,33,63.6,280,61,12,13,92.3,5,11,45.5,1,3,33.3,0,0.0,0.1,0.0,0,0,1,1,1,SCO,"FW,MF",22,2001,1.3,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0,SCO,"FW,MF",22,2001,1.3,48,2,11,12,26,6,48,7,2,28.6,3,42.9,24,151,63,3,1,3,0,2,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,St. Pauli,Siebe Van Der Heyden,BEL,"DF,MF",26,1998,13,11,872,9.7,1,0,1,1,0,0,4,1,1.7,1.7,0.0,1.8,10,28,26,0.1,0.0,0.1,0.1,0.1,0.18,0.0,0.18,0.18,0.18,BEL,"DF,MF",26,1998,9.7,1,3,2,66.7,0.31,0.21,0.33,0.5,2.8,0,0,0,1.7,1.7,0.58,-0.7,-0.7,BEL,"DF,MF",26,1998,9.7,386,487,79.3,6732,2240,169,189,89.4,176,204,86.3,34,66,51.5,0,0.0,0.2,0.0,2,36,6,3,28,BEL,"DF,MF",26,1998,9.7,17,10,10,7,0,8,18,44.4,10,8,4,4,17,34,43,2,BEL,"DF,MF",26,1998,9.7,602,54,249,284,72,11,602,5,1,20.0,4,80.0,265,1214,572,10,6,0,3,4,364,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Alexander Nübel,GER,GK,27,1996,34,34,3060,34.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,GER,GK,27,1996,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER,GK,27,1996,34.0,1009,1311,77.0,25508,19120,258,261,98.9,475,484,98.1,273,555,49.2,1,0.3,0.2,0.7,3,15,1,0,0,GER,GK,27,1996,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,18,3,GER,GK,27,1996,34.0,1377,1113,1366,13,0,0,1377,1,1,100.0,0,0.0,823,3832,2255,0,0,0,1,0,805,0,GER,GK,27,1996,34.0,53,2,1,7,1,44.8,0.32,-7.2,-0.21,157,410,38.3,1183,137,30.1,30.7,122,44.3,39.5,415,21,5.1,57,1.68,17.6
GER-Bundesliga,2425,Stuttgart,Ameen Al-Dakhil,BEL,DF,22,2002,7,6,432,4.8,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.2,1,12,0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,BEL,DF,22,2002,4.8,0,1,0,0.0,0.21,0.0,0.0,,19.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,BEL,DF,22,2002,4.8,311,339,91.7,5201,1623,142,147,96.6,150,158,94.9,16,27,59.3,0,0.2,0.1,-0.2,2,20,1,0,12,BEL,DF,22,2002,4.8,6,6,4,2,0,4,4,100.0,0,12,8,4,9,15,30,1,BEL,DF,22,2002,4.8,407,67,217,185,6,0,407,0,0,,0,,239,1305,616,1,0,0,3,0,264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Angelo Stiller,GER,MF,23,2001,32,31,2741,30.5,1,8,9,1,0,0,6,0,1.8,1.8,7.2,9.0,39,289,69,0.03,0.26,0.3,0.03,0.3,0.06,0.24,0.29,0.06,0.29,GER,MF,23,2001,30.5,1,21,4,19.0,0.69,0.13,0.05,0.25,20.6,1,0,0,1.8,1.8,0.08,-0.8,-0.8,GER,MF,23,2001,30.5,2219,2540,87.4,37222,12647,1035,1105,93.7,967,1072,90.2,170,278,61.2,8,7.2,8.6,0.8,59,271,50,10,289,GER,MF,23,2001,30.5,49,27,18,25,6,14,30,46.7,16,29,9,20,26,75,50,4,GER,MF,23,2001,30.5,2781,75,486,1752,556,35,2781,30,20,66.7,10,33.3,1588,7214,3723,39,39,3,21,25,2112,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Stuttgart,Anrie Chase,JPN,DF,20,2004,12,7,734,8.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,28,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,JPN,DF,20,2004,8.2,0,5,0,0.0,0.61,0.0,0.0,,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,JPN,DF,20,2004,8.2,497,541,91.9,8794,2536,202,210,96.2,260,277,93.9,31,47,66.0,0,0.0,0.5,0.0,0,28,2,1,28,JPN,DF,20,2004,8.2,10,4,6,4,0,5,7,71.4,2,10,6,4,9,19,35,0,JPN,DF,20,2004,8.2,622,65,253,334,40,4,622,5,2,40.0,3,60.0,334,1209,546,6,7,0,4,1,453,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
